Player,PlayerID,URLs,Pos,Age,Tm,G,GS,MP,MP/G,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G,PER,OWS,DWS,WS,WS/48,atTwitter,twitter
Michael Gbinije,\gbinimi01,http://www.basketball-reference.com/players/g/gbinimi01.html,SG,24,DET,9,0,32,3.6,0.1,1.1,0.1,0,0.4,0,0.1,0.7,0.167,0.1,0.2,0.2,1,0.2,0.1,0.3,0.2,0,0,0,0.2,0.4,-2.1,-0.1,0,-0.1,-0.137,NA,NA
Alonzo Gee,\geeal01,http://www.basketball-reference.com/players/g/geeal01.html,SF,29,DEN,13,0,89,6.8,0.2,1.1,0.214,0,0.2,0,0.2,0.8,0.273,0.214,0.4,0.7,0.556,0.3,0.8,1.1,0.5,0.4,0.1,0.3,1.1,0.8,3,-0.1,0.1,-0.1,-0.037,@GeeAlonzo,GeeAlonzo
Paul George,\georgpa01,http://www.basketball-reference.com/players/g/georgpa01.html,SF,26,IND,71,71,2539,35.8,8.1,17.9,0.453,2.5,6.5,0.392,5.6,11.4,0.488,0.524,4.5,5,0.902,0.8,5.7,6.5,3.3,1.5,0.4,3,2.8,23.3,19.6,3.2,2.9,6.1,0.115,@Yg_Trece,Yg_Trece
Marcus Georges-Hunt,\georgma01,http://www.basketball-reference.com/players/g/georgma01.html,SG,22,ORL,1,0,4,4,0,1,0,0,1,0,0,0,NA,0,0,0,NA,0,1,1,0,0,0,0,0,0,-7,0,0,0,-0.24,@GTMGH3,GTMGH3
Jonathan Gibson,\gibsojo01,http://www.basketball-reference.com/players/g/gibsojo01.html,PG,29,DAL,17,0,231,13.6,2.1,5.6,0.368,0.9,2.6,0.333,1.2,2.9,0.4,0.447,1.2,1.7,0.724,0.1,1.2,1.3,1.5,0.5,0,1.2,1.2,6.2,9.5,-0.3,0.2,-0.1,-0.029,NA,NA
Taj Gibson,\gibsota01,http://www.basketball-reference.com/players/g/gibsota01.html,PF,31,TOT,75,68,1933,25.8,4.7,9.1,0.518,0,0.2,0.231,4.7,8.9,0.524,0.521,1.4,2,0.707,2.1,4.2,6.3,1,0.6,0.8,1.4,2.1,10.8,15.1,1.6,2.2,3.8,0.094,@TajGibson22,TajGibson22
Taj Gibson,\gibsota01,http://www.basketball-reference.com/players/g/gibsota01.html,PF,31,CHI,55,55,1502,27.3,5,9.6,0.521,0,0.2,0.167,5,9.4,0.529,0.523,1.5,2.2,0.714,2.2,4.8,7,1.1,0.5,0.9,1.4,2.2,11.6,15.5,1.4,1.7,3.1,0.099,@TajGibson22,TajGibson22
Taj Gibson,\gibsota01,http://www.basketball-reference.com/players/g/gibsota01.html,PF,31,OKC,20,13,431,21.6,3.8,7.5,0.51,0.1,0.1,1,3.8,7.4,0.507,0.513,1.1,1.6,0.677,1.7,2.8,4.5,0.7,0.7,0.6,1.3,1.8,8.7,13.6,0.2,0.5,0.7,0.079,@TajGibson22,TajGibson22
Manu Ginobili,\ginobma01,http://www.basketball-reference.com/players/g/ginobma01.html,SG,39,SAS,66,0,1237,18.7,2.5,6.4,0.388,1.3,3.3,0.384,1.2,3.1,0.393,0.487,1.3,1.6,0.8,0.4,1.9,2.3,2.7,1.2,0.2,1.3,1.8,7.5,14.2,0.7,2.3,3,0.115,@manuginobili,manuginobili
Rudy Gobert,\goberru01,http://www.basketball-reference.com/players/g/goberru01.html,C,24,UTA,77,77,2623,34.1,5.1,7.6,0.663,0,0,0,5.1,7.6,0.664,0.663,3.9,6,0.652,4,8.9,12.9,1.2,0.6,2.7,1.8,3,14,23.4,8,5.8,13.9,0.254,@rudygobert27,rudygobert27
Archie Goodwin,\goodwar01,http://www.basketball-reference.com/players/g/goodwar01.html,SG,22,TOT,11,0,139,12.6,2.1,3.5,0.59,0.3,0.8,0.333,1.8,2.7,0.667,0.628,2.4,2.7,0.867,0.3,0.9,1.2,1.5,0.2,0.4,0.5,0.5,6.8,21.6,0.6,0.1,0.7,0.228,@A1Laflare10,A1Laflare10
Archie Goodwin,\goodwar01,http://www.basketball-reference.com/players/g/goodwar01.html,SG,22,NOP,3,0,30,10,0.7,1.7,0.4,0.3,0.7,0.5,0.3,1,0.333,0.5,3.3,3.3,1,0,0,0,0.3,0,0.3,0,0.3,5,19.7,0.2,0,0.2,0.293,@A1Laflare10,A1Laflare10
Archie Goodwin,\goodwar01,http://www.basketball-reference.com/players/g/goodwar01.html,SG,22,BRK,8,0,109,13.6,2.6,4.3,0.618,0.3,0.9,0.286,2.4,3.4,0.704,0.647,2,2.5,0.8,0.4,1.3,1.6,1.9,0.3,0.4,0.8,0.5,7.5,22.1,0.4,0.1,0.5,0.21,@A1Laflare10,A1Laflare10
Aaron Gordon,\gordoaa01,http://www.basketball-reference.com/players/g/gordoaa01.html,SF,21,ORL,76,68,2164,28.5,4.8,10.7,0.446,1,3.3,0.287,3.8,7.3,0.519,0.491,1.9,2.7,0.703,1.4,3.5,5,1.9,0.8,0.5,1.1,2.1,12.4,13.9,1.5,1.6,3.1,0.069,@Double0AG,Double0AG
Eric Gordon,\gordoer01,http://www.basketball-reference.com/players/g/gordoer01.html,SG,28,HOU,72,14,2242,31.1,5.5,13.6,0.408,3.3,8.8,0.375,2.2,4.8,0.468,0.53,2,2.4,0.835,0.4,2.2,2.6,2.6,0.7,0.5,1.6,2,16.3,13.3,2.5,1.4,4,0.086,@TheofficialEG10,TheofficialEG10
Marcin Gortat,\gortama01,http://www.basketball-reference.com/players/g/gortama01.html,C,32,WAS,78,78,2450,31.4,4.7,8.2,0.572,0,0,0,4.7,8.2,0.573,0.572,1.3,1.9,0.649,2.9,7.6,10.5,1.4,0.5,0.8,1.5,2.7,10.7,15.2,3.5,2.8,6.3,0.123,@MGortat,MGortat
Treveon Graham,\grahatr01,http://www.basketball-reference.com/players/g/grahatr01.html,SG,23,CHO,24,1,141,5.9,0.4,1,0.375,0.3,0.4,0.6,0.1,0.6,0.214,0.5,0.3,0.5,0.667,0.1,0.5,0.7,0.2,0.1,0,0.1,0.7,1.3,6.5,0.1,0.1,0.2,0.068,NA,NA
Jerami Grant,\grantje01,http://www.basketball-reference.com/players/g/grantje01.html,SF,22,TOT,76,4,1451,19.1,1.9,4.1,0.461,0.5,1.4,0.364,1.4,2.6,0.515,0.526,1.1,1.9,0.61,0.5,2,2.5,0.6,0.4,1,0.6,1.8,5.4,10,1,1.7,2.7,0.088,@JeramiGrant,JeramiGrant
Jerami Grant,\grantje01,http://www.basketball-reference.com/players/g/grantje01.html,SF,22,PHI,2,0,41,20.5,3,8.5,0.353,0,1,0,3,7.5,0.4,0.353,2,4,0.5,0,3.5,3.5,0,0,2,1.5,2.5,8,3.3,-0.2,0,-0.1,-0.14,@JeramiGrant,JeramiGrant
Jerami Grant,\grantje01,http://www.basketball-reference.com/players/g/grantje01.html,SF,22,OKC,74,4,1410,19.1,1.9,4,0.468,0.5,1.5,0.37,1.3,2.5,0.524,0.536,1.1,1.8,0.617,0.5,2,2.5,0.6,0.4,1,0.6,1.8,5.4,10.2,1.1,1.7,2.8,0.095,@JeramiGrant,JeramiGrant
Jerian Grant,\grantje02,http://www.basketball-reference.com/players/g/grantje02.html,PG,24,CHI,59,25,918,15.6,1.8,4.5,0.409,0.7,2,0.359,1.1,2.5,0.449,0.489,1,1.2,0.882,0.3,1.3,1.6,1.6,0.7,0.1,0.7,1.5,5.4,11.9,0.9,0.9,1.8,0.095,@JerianGrant,JerianGrant
Danny Green,\greenda02,http://www.basketball-reference.com/players/g/greenda02.html,SG,29,SAS,66,66,1767,26.8,2.6,6.6,0.395,1.8,4.6,0.384,0.8,2,0.421,0.529,0.4,0.5,0.844,0.4,2.8,3.3,1.8,1,0.8,1.1,1.8,7.4,10.2,0.4,2.9,3.3,0.091,@DGreen_14,DGreen_14
Draymond Green,\greendr01,http://www.basketball-reference.com/players/g/greendr01.html,PF,26,GSW,74,74,2425,32.8,3.6,8.6,0.418,1,3.4,0.304,2.6,5.2,0.492,0.478,2,2.9,0.706,1.3,6.6,8,7.1,2.1,1.4,2.4,2.9,10.2,16.5,2.7,5.3,8,0.159,@Money23Green,Money23Green
Gerald Green,\greenge01,http://www.basketball-reference.com/players/g/greenge01.html,SG,31,BOS,45,0,512,11.4,2,4.8,0.41,0.8,2.3,0.359,1.2,2.5,0.456,0.495,0.6,0.8,0.784,0.4,1.4,1.8,0.7,0.2,0.2,0.5,1,5.4,11.8,0.1,0.4,0.5,0.049,NA,NA
JaMychal Green,\greenja01,http://www.basketball-reference.com/players/g/greenja01.html,PF,26,MEM,74,72,2027,27.4,3.2,6.5,0.497,0.7,1.9,0.372,2.6,4.7,0.546,0.55,1.8,2.2,0.806,2.2,4.9,7.1,1.1,0.6,0.4,1.2,3.3,9,13.5,3.1,2.6,5.6,0.134,@Jmyke1,Jmyke1
Jeff Green,\greenje02,http://www.basketball-reference.com/players/g/greenje02.html,SF,30,ORL,69,11,1534,22.2,3.2,8.1,0.394,0.8,2.8,0.275,2.4,5.3,0.458,0.442,2.1,2.4,0.863,0.6,2.5,3.1,1.2,0.5,0.2,1.1,1.5,9.2,10.5,-0.2,0.9,0.8,0.024,@jeff_green22,jeff_green22
Blake Griffin,\griffbl01,http://www.basketball-reference.com/players/g/griffbl01.html,PF,27,LAC,58,58,1979,34.1,7.9,16,0.496,0.7,1.8,0.358,7.3,14.2,0.514,0.517,5.3,7,0.752,1.8,6.3,8.1,5,1,0.4,2.4,2.6,21.8,22.9,5.2,2.2,7.4,0.18,@blakegriffin32,blakegriffin32
Justin Hamilton,\hamilju01,http://www.basketball-reference.com/players/h/hamilju01.html,C,26,BRK,60,6,1108,18.5,2.7,5.8,0.461,0.9,2.8,0.312,1.8,3,0.603,0.537,0.6,0.8,0.76,1.1,3,4.1,0.9,0.4,0.7,0.7,1.4,6.9,13.6,1.1,1,2,0.089,@Justin__41,Justin__41
A.J. Hammons,\hammoaj01,http://www.basketball-reference.com/players/h/hammoaj01.html,C,24,DAL,18,0,103,5.7,0.7,1.6,0.429,0.3,0.5,0.556,0.4,1.1,0.368,0.518,0.2,0.7,0.333,0.3,1.2,1.5,0.1,0.1,0.5,0.3,0.8,1.8,11,-0.1,0.2,0.1,0.042,NA,NA
Tim Hardaway,\hardati02,http://www.basketball-reference.com/players/h/hardati02.html,SG,24,ATL,75,26,2028,27,5.1,11.5,0.449,1.9,5.3,0.355,3.3,6.2,0.53,0.531,2.1,2.7,0.771,0.4,2.3,2.7,2.2,0.7,0.2,1.4,1.3,14.2,14.8,2.3,1.9,4.2,0.1,@T_HardJR,T_HardJR
James Harden,\hardeja01,http://www.basketball-reference.com/players/h/hardeja01.html,PG,27,HOU,77,77,2814,36.5,8.4,19,0.44,3.2,9.2,0.345,5.2,9.8,0.53,0.524,9.3,10.9,0.85,1.2,6.9,8.1,11.2,1.5,0.5,5.8,2.6,29.2,27.3,10.9,3.5,14.4,0.246,@JHarden13,JHarden13
Maurice Harkless,\harklma01,http://www.basketball-reference.com/players/h/harklma01.html,SF,23,POR,74,67,2135,28.9,4.1,8.2,0.497,0.9,2.6,0.351,3.1,5.6,0.566,0.553,1,1.6,0.639,1.7,2.9,4.5,1.2,1.1,0.9,1.1,2.8,10.1,13.2,2.2,1.7,3.9,0.088,@moe_harkless,moe_harkless
Justin Harper,\harpeju01,http://www.basketball-reference.com/players/h/harpeju01.html,PF,27,PHI,3,0,31,10.3,1.7,4,0.417,0.7,2.3,0.286,1,1.7,0.6,0.5,0,0,NA,0.7,1,1.7,0.7,0,0,1.3,0.7,4,4.9,-0.1,0,-0.1,-0.103,@Tru_Harp32,Tru_Harp32
Montrezl Harrell,\harremo01,http://www.basketball-reference.com/players/h/harremo01.html,PF,23,HOU,55,14,990,18,3.9,5.9,0.65,0,0.1,0.167,3.8,5.8,0.659,0.652,1.3,2.1,0.626,1.4,2.3,3.6,1.1,0.4,0.7,0.7,2.1,9,19.5,2.9,1,3.9,0.189,@MONSTATREZZ,MONSTATREZZ
Devin Harris,\harride01,http://www.basketball-reference.com/players/h/harride01.html,PG,33,DAL,61,0,1032,16.9,2,5.1,0.389,0.9,2.6,0.327,1.1,2.5,0.454,0.473,1.7,2,0.828,0.2,1.8,2,2,0.7,0.1,0.9,1.6,6.5,13,0.9,1.1,1.9,0.09,@Dev34Harris,Dev34Harris
Gary Harris,\harriga01,http://www.basketball-reference.com/players/h/harriga01.html,SG,22,DEN,54,53,1674,31,5.7,11.2,0.507,1.9,4.4,0.42,3.8,6.8,0.563,0.589,1.8,2.3,0.776,0.9,2.2,3.1,2.6,1.3,0.1,1.3,1.6,15,16.6,3.7,0.6,4.2,0.122,@thats_G_,thats_G_
Joe Harris,\harrijo01,http://www.basketball-reference.com/players/h/harrijo01.html,SG,25,BRK,52,11,1138,21.9,3,7,0.425,1.6,4.3,0.385,1.3,2.7,0.489,0.543,0.7,0.9,0.714,0.3,2.5,2.8,1,0.6,0.2,1.1,2.3,8.2,9,0.1,0.6,0.8,0.033,@joeharrisuva,joeharrisuva
Manny Harris,\harrima01,http://www.basketball-reference.com/players/h/harrima01.html,SG,27,DAL,4,0,25,6.3,0.8,3.8,0.2,0,0.5,0,0.8,3.3,0.231,0.2,0.5,1,0.5,0.8,1.5,2.3,0.5,0,0,0.5,0.3,2,-2.1,-0.2,0,-0.2,-0.364,@313MannyHarris,313MannyHarris
Tobias Harris,\harrito02,http://www.basketball-reference.com/players/h/harrito02.html,PF,24,DET,78,47,2458,31.5,6.3,13,0.483,1.3,3.8,0.34,5,9.2,0.543,0.533,2.3,2.7,0.85,0.7,4.3,5.1,1.7,0.7,0.5,1.2,1.7,16.2,16.8,3.8,2.7,6.5,0.126,@tobias31,tobias31
Aaron Harrison,\harriaa01,http://www.basketball-reference.com/players/h/harriaa01.html,SG,22,CHO,5,0,17,3.4,0,0.8,0,0,0.4,0,0,0.4,0,0,0.2,0.4,0.5,0,0.6,0.6,0.6,0,0,0,0.4,0.2,-2.2,-0.1,0,-0.1,-0.144,@AaronICE2,AaronICE2
Andrew Harrison,\harrian01,http://www.basketball-reference.com/players/h/harrian01.html,SG,22,MEM,69,18,1414,20.5,1.6,5,0.327,0.6,2.2,0.289,1,2.9,0.355,0.389,2.1,2.7,0.766,0.3,1.5,1.8,2.7,0.7,0.2,1.2,2.7,6,8.6,0.1,1.5,1.5,0.051,@DrewRoc5,DrewRoc5
Udonis Haslem,\hasleud01,http://www.basketball-reference.com/players/h/hasleud01.html,C,36,MIA,16,0,129,8.1,0.7,1.4,0.5,0,0.1,0,0.7,1.3,0.55,0.5,0.6,0.9,0.6,0.5,1.7,2.2,0.4,0.3,0.1,0.5,1.3,1.9,8.8,0,0.2,0.2,0.075,@ThisIsUD,ThisIsUD
Spencer Hawes,\hawessp01,http://www.basketball-reference.com/players/h/hawessp01.html,PF,28,TOT,51,1,764,15,2.5,5.2,0.475,0.5,1.5,0.303,2,3.7,0.545,0.519,0.8,0.9,0.83,0.7,2.8,3.5,1.5,0.3,0.6,0.9,1.4,6.1,15.1,0.6,0.9,1.5,0.096,@spencerhawes00,spencerhawes00
Spencer Hawes,\hawessp01,http://www.basketball-reference.com/players/h/hawessp01.html,PF,28,CHO,35,1,626,17.9,3,6.2,0.477,0.5,1.6,0.291,2.5,4.7,0.54,0.514,0.9,1,0.882,0.9,3.3,4.2,1.8,0.4,0.7,1.1,1.7,7.3,14.8,0.3,0.8,1.1,0.087,@spencerhawes00,spencerhawes00
Spencer Hawes,\hawessp01,http://www.basketball-reference.com/players/h/hawessp01.html,PF,28,MIL,16,0,138,8.6,1.3,2.8,0.467,0.4,1.3,0.333,0.9,1.5,0.583,0.544,0.6,0.8,0.692,0.4,1.8,2.1,1,0.1,0.3,0.4,0.8,3.6,16.7,0.3,0.1,0.4,0.134,@spencerhawes00,spencerhawes00
Gordon Hayward,\haywago01,http://www.basketball-reference.com/players/h/haywago01.html,SF,26,UTA,70,70,2423,34.6,7.4,15.9,0.465,2.1,5.2,0.393,5.3,10.6,0.501,0.53,5,5.9,0.845,0.7,4.8,5.5,3.5,1,0.3,1.9,1.6,21.8,21.9,6.6,3.3,9.9,0.196,@gordonhayward,gordonhayward
Gerald Henderson,\hendege02,http://www.basketball-reference.com/players/h/hendege02.html,SG,29,PHI,68,41,1577,23.2,3.4,7.8,0.428,0.9,2.5,0.359,2.5,5.4,0.459,0.484,1.9,2.3,0.816,0.5,2.2,2.6,1.5,0.6,0.2,0.9,1.8,9.5,11.2,1.1,1,2.1,0.063,@GhJr09,GhJr09
John Henson,\hensojo01,http://www.basketball-reference.com/players/h/hensojo01.html,C,26,MIL,56,38,1100,19.6,2.8,5.4,0.51,0,0,0,2.8,5.4,0.512,0.51,1.3,1.9,0.692,1.6,3.6,5.2,1,0.5,1.4,0.9,2.6,6.8,15.2,1.1,1.5,2.6,0.112,@Johnhenson31 ,Johnhenson31 
Juan Hernangomez,\hernaju01,http://www.basketball-reference.com/players/h/hernaju01.html,PF,21,DEN,58,8,763,13.2,1.6,3.3,0.474,0.7,1.6,0.435,0.9,1.7,0.51,0.579,0.9,1.2,0.75,0.7,2.2,2.9,0.5,0.5,0.2,0.4,1,4.7,14.2,1.4,0.5,1.9,0.119,@juanchohg14,juanchohg14
Willy Hernangomez,\hernawi01,http://www.basketball-reference.com/players/h/hernawi01.html,C,22,NYK,68,18,1216,17.9,3.3,6.3,0.534,0,0.2,0.214,3.3,6,0.545,0.538,1.1,1.5,0.714,2.3,4.5,6.8,1.3,0.5,0.5,1.4,2,7.8,18.7,1.5,1.5,3,0.12,@willyhg94,willyhg94
Mario Hezonja,\hezonma01,http://www.basketball-reference.com/players/h/hezonma01.html,SF,21,ORL,61,2,867,14.2,1.7,5,0.348,0.6,2.1,0.282,1.1,2.8,0.398,0.409,0.6,0.7,0.795,0.3,1.9,2.1,1,0.4,0.2,0.9,1.1,4.6,6.6,-1.5,0.7,-0.8,-0.046,@MarioHezonja,MarioHezonja
Roy Hibbert,\hibbero01,http://www.basketball-reference.com/players/h/hibbero01.html,C,30,TOT,46,13,678,14.7,1.7,3.2,0.544,0,0,NA,1.7,3.2,0.544,0.544,1.3,1.6,0.813,1.2,2.2,3.3,0.5,0.2,1,0.7,2.2,4.8,13.7,1,0.8,1.9,0.133,NA,NA
Roy Hibbert,\hibbero01,http://www.basketball-reference.com/players/h/hibbero01.html,C,30,CHO,42,13,671,16,1.9,3.4,0.542,0,0,NA,1.9,3.4,0.542,0.542,1.5,1.8,0.813,1.3,2.4,3.6,0.5,0.2,1,0.7,2.3,5.2,13.5,1,0.8,1.8,0.131,NA,NA
Roy Hibbert,\hibbero01,http://www.basketball-reference.com/players/h/hibbero01.html,C,30,DEN,4,0,7,1.8,0.5,0.8,0.667,0,0,NA,0.5,0.8,0.667,0.667,0,0,NA,0.3,0.3,0.5,0.3,0,0.3,0,0.5,1,29.9,0,0,0,0.336,NA,NA
Buddy Hield,\hieldbu01,http://www.basketball-reference.com/players/h/hieldbu01.html,SG,23,TOT,78,51,1755,22.5,3.8,9,0.422,1.8,4.5,0.39,2,4.5,0.456,0.521,0.8,0.9,0.868,0.4,2.8,3.2,1.4,0.5,0.1,1.2,1.3,10.1,11.7,0,1.3,1.3,0.035,@buddyhield,buddyhield
Buddy Hield,\hieldbu01,http://www.basketball-reference.com/players/h/hieldbu01.html,SG,23,NOP,57,37,1161,20.4,3.2,8.3,0.392,1.6,4.2,0.369,1.7,4.1,0.416,0.486,0.5,0.6,0.879,0.3,2.6,2.9,1.4,0.3,0.1,0.8,1.4,8.6,9.9,-0.4,0.9,0.5,0.021,@buddyhield,buddyhield
Buddy Hield,\hieldbu01,http://www.basketball-reference.com/players/h/hieldbu01.html,SG,23,SAC,21,14,594,28.3,5.3,11,0.485,2.3,5.4,0.434,3,5.6,0.534,0.591,1.4,1.7,0.857,0.6,3.5,4,1.7,0.9,0.1,2.1,1,14.4,15.3,0.4,0.3,0.8,0.062,@buddyhield,buddyhield
Nene Hilario,\hilarne01,http://www.basketball-reference.com/players/h/hilarne01.html,C,34,HOU,65,7,1168,18,3.6,5.9,0.619,0,0.1,0.333,3.6,5.8,0.626,0.623,1.8,3,0.596,1.4,2.8,4.2,1,0.8,0.6,1.1,2.5,9.1,18.8,2.5,1.6,4.1,0.169,@NeneHilario42,NeneHilario42
George Hill,\hillge01,http://www.basketball-reference.com/players/h/hillge01.html,PG,30,UTA,47,47,1504,32,5.9,12.6,0.471,1.9,4.8,0.393,4,7.8,0.519,0.546,3.2,4,0.8,0.5,3,3.5,4.1,1,0.2,1.8,2.4,16.9,18.6,3.5,1.9,5.4,0.172,@George_Hill3,George_Hill3
Jordan Hill,\hilljo01,http://www.basketball-reference.com/players/h/hilljo01.html,C,29,MIN,7,0,47,6.7,0.7,1.9,0.385,0,0,NA,0.7,1.9,0.385,0.385,0.3,0.3,1,1.1,0.9,2,0,0.1,0,0.6,1.3,1.7,5.5,-0.1,0,0,-0.031,NA,NA
Solomon Hill,\hillso01,http://www.basketball-reference.com/players/h/hillso01.html,SF,25,NOP,76,67,2250,29.6,2.3,5.9,0.389,1.2,3.4,0.358,1.1,2.5,0.432,0.492,1.3,1.5,0.812,0.6,3.2,3.8,1.8,0.9,0.4,1,2.3,7,8.1,0.6,2.2,2.8,0.06,@solohill,solohill
Darrun Hilliard,\hillida01,http://www.basketball-reference.com/players/h/hillida01.html,SG,23,DET,36,1,330,9.2,1,2.9,0.34,0.3,1.1,0.237,0.8,1.9,0.397,0.382,0.5,0.7,0.731,0.1,0.8,0.9,0.8,0.3,0,0.6,0.9,2.8,4.8,-0.6,0.3,-0.3,-0.039,@DHilliard6X,DHilliard6X
Jrue Holiday,\holidjr01,http://www.basketball-reference.com/players/h/holidjr01.html,PG,26,NOP,63,57,2088,33.1,6.1,13.5,0.454,1.6,4.3,0.369,4.6,9.2,0.493,0.512,1.9,2.6,0.705,0.7,3.3,3.9,7.3,1.6,0.7,2.9,2,15.7,17.3,1.3,2.6,3.9,0.089,@Jrue_Holiday11,Jrue_Holiday11
Justin Holiday,\holidju01,http://www.basketball-reference.com/players/h/holidju01.html,SG,27,NYK,78,2,1518,19.5,2.7,6.3,0.431,1.1,3.2,0.355,1.6,3.1,0.51,0.521,0.8,0.9,0.822,0.3,2.4,2.7,1.2,0.8,0.4,0.8,1.4,7.3,12.2,1,1.1,2.2,0.069,@JustHolla7,JustHolla7
Rondae Hollis-Jefferson,\holliro01,http://www.basketball-reference.com/players/h/holliro01.html,SF,22,BRK,74,46,1639,22.1,3,6.8,0.439,0.2,0.9,0.219,2.8,5.9,0.472,0.453,2.4,3.2,0.737,1.2,4.4,5.6,1.9,1,0.6,1.5,2.3,8.5,13.6,0.4,2,2.4,0.07,NA,NA
Richaun Holmes,\holmeri01,http://www.basketball-reference.com/players/h/holmeri01.html,C,23,PHI,53,13,1058,20,3.9,6.9,0.567,0.4,1.2,0.359,3.5,5.7,0.611,0.599,1.2,1.8,0.677,1.6,3.6,5.2,1,0.7,1,0.9,2.4,9.4,18.9,2,1.5,3.4,0.156,@Rich_Holmes22,Rich_Holmes22
Rodney Hood,\hoodro01,http://www.basketball-reference.com/players/h/hoodro01.html,SG,24,UTA,56,55,1527,27.3,4.7,11.3,0.415,2,5.2,0.381,2.7,6.1,0.444,0.503,1.5,1.9,0.778,0.3,3.1,3.4,1.6,0.7,0.2,1.1,2.3,12.9,12.7,0.9,1.9,2.8,0.087,@rodneyhood,rodneyhood
Al Horford,\horfoal01,http://www.basketball-reference.com/players/h/horfoal01.html,C,30,BOS,64,64,2078,32.5,5.6,11.8,0.475,1.3,3.6,0.361,4.3,8.2,0.526,0.531,1.6,2,0.803,1.4,5.5,6.9,5,0.8,1.3,1.8,2,14.1,17.9,3.5,2.5,6.1,0.14,@Al_Horford,Al_Horford
Danuel House,\houseda01,http://www.basketball-reference.com/players/h/houseda01.html,SG,23,WAS,1,0,1,1,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,1,1,0,0,0,0,0,0,12.2,0,0,0,0.161,@DanuelHouseJr,DanuelHouseJr
Dwight Howard,\howardw01,http://www.basketball-reference.com/players/h/howardw01.html,C,31,ATL,71,71,2129,30,5.2,8.3,0.628,0,0,0,5.2,8.3,0.63,0.628,3,5.7,0.532,4.1,8.8,12.9,1.4,0.9,1.3,2.3,2.8,13.4,20.8,3.6,4.4,8,0.18,@DwightHoward,DwightHoward
Marcelo Huertas,\huertma01,http://www.basketball-reference.com/players/h/huertma01.html,PG,33,LAL,23,1,237,10.3,1.1,3,0.368,0.2,0.8,0.211,0.9,2.1,0.429,0.397,0.4,0.7,0.529,0.1,1,1,2.3,0.4,0.1,0.8,0.7,2.7,9.1,-0.2,0.1,-0.1,-0.027,@Huertas09,Huertas09
Josh Huestis,\huestjo01,http://www.basketball-reference.com/players/h/huestjo01.html,PF,25,OKC,1,0,7,7,3,4,0.75,1,2,0.5,2,2,1,0.875,0,0,NA,2,2,4,1,0,1,0,0,7,61.7,0.1,0,0.1,0.65,@jhuestis,jhuestis
Kris Humphries,\humphkr01,http://www.basketball-reference.com/players/h/humphkr01.html,PF,31,ATL,53,2,625,11.8,1.5,3.6,0.414,0.3,0.9,0.348,1.2,2.7,0.434,0.455,1.2,1.4,0.803,1,2.5,3.5,0.5,0.2,0.4,0.5,1.2,4.4,13.5,0.6,0.9,1.5,0.116,@KrisHumphries,KrisHumphries
R.J. Hunter,\hunterj01,http://www.basketball-reference.com/players/h/hunterj01.html,SG,23,CHI,3,0,9,3,0,0.3,0,0,0.3,0,0,0,NA,0,0,0,NA,0,0.3,0.3,0,0,0,0,0,0,-3.2,0,0,0,-0.094,NA,NA
Serge Ibaka,\ibakase01,http://www.basketball-reference.com/players/i/ibakase01.html,PF,27,TOT,77,77,2364,30.7,6,12.5,0.48,1.6,4,0.39,4.4,8.5,0.522,0.542,1.4,1.6,0.862,1.6,5.2,6.8,1,0.5,1.6,1.4,2.7,14.9,16.5,2.5,2.5,5,0.102,@sergeibaka_7,sergeibaka_7
Serge Ibaka,\ibakase01,http://www.basketball-reference.com/players/i/ibakase01.html,PF,27,ORL,56,56,1710,30.5,6.1,12.6,0.488,1.5,3.8,0.388,4.6,8.7,0.532,0.547,1.4,1.6,0.846,1.8,5,6.8,1.1,0.6,1.6,1.2,2.5,15.1,17.5,2.1,1.8,3.9,0.11,@sergeibaka_7,sergeibaka_7
Serge Ibaka,\ibakase01,http://www.basketball-reference.com/players/i/ibakase01.html,PF,27,TOR,21,21,654,31.1,5.7,12.4,0.458,1.8,4.5,0.394,3.9,7.9,0.494,0.529,1.4,1.5,0.906,1.3,5.5,6.8,0.7,0.3,1.5,1.8,3.3,14.5,14,0.4,0.7,1.1,0.08,@sergeibaka_7,sergeibaka_7
Andre Iguodala,\iguodan01,http://www.basketball-reference.com/players/i/iguodan01.html,SF,33,GSW,74,0,1953,26.4,2.8,5.4,0.525,0.9,2.3,0.366,2,3.1,0.645,0.604,1,1.4,0.72,0.7,3.3,4,3.5,1,0.5,0.8,1.3,7.5,14.3,4,2.8,6.8,0.167,@andre,andre
Ersan Ilyasova,\ilyaser01,http://www.basketball-reference.com/players/i/ilyaser01.html,PF,29,TOT,77,49,2035,26.4,4.7,10.9,0.435,1.8,4.9,0.362,2.9,5.9,0.496,0.517,2,2.5,0.776,1.4,4.5,5.8,1.7,0.7,0.3,1.4,2.6,13.2,14.6,1.8,2.2,3.9,0.093,NA,NA
Ersan Ilyasova,\ilyaser01,http://www.basketball-reference.com/players/i/ilyaser01.html,PF,29,OKC,3,0,62,20.7,2,5.3,0.375,1,4,0.25,1,1.3,0.75,0.469,0,0,NA,0.7,4.7,5.3,0.3,1,0.3,1.3,1.7,5,6.8,-0.1,0.1,0,0.012,NA,NA
